aid,chembl_id
7101,CHEMBL620004
7141,CHEMBL620862
7184,CHEMBL618396
7185,CHEMBL858253
7208,CHEMBL618417
7270,CHEMBL621004
7693,CHEMBL618339
7879,CHEMBL620834
7891,CHEMBL621025
7979,CHEMBL623452
8671,CHEMBL620430
9197,CHEMBL624637
9198,CHEMBL624638
9199,CHEMBL874366
9200,CHEMBL624639
9201,CHEMBL624640
9208,CHEMBL839886
10008,CHEMBL619470
10175,CHEMBL624511
11494,CHEMBL622432
13611,CHEMBL622125
14268,CHEMBL626181
14651,CHEMBL623289
15234,CHEMBL622288
16259,CHEMBL628085
16260,CHEMBL628086
18398,CHEMBL632070
21698,CHEMBL634404
23550,CHEMBL839832
24941,CHEMBL638840
29738,CHEMBL641837
29811,CHEMBL633098
29812,CHEMBL633099
29813,CHEMBL633100
30016,CHEMBL639628
30438,CHEMBL637241
30442,CHEMBL643493
30448,CHEMBL643499
30487,CHEMBL639492
30531,CHEMBL636849
30624,CHEMBL641989
30626,CHEMBL641991
30721,CHEMBL642275
30795,CHEMBL642332
30797,CHEMBL642334
30807,CHEMBL649117
30810,CHEMBL649120
30812,CHEMBL649122
30813,CHEMBL649123
30816,CHEMBL649126
30868,CHEMBL642727
30894,CHEMBL641222
30898,CHEMBL641890
30902,CHEMBL642358
31009,CHEMBL644922
31042,CHEMBL644125
31056,CHEMBL639302
31057,CHEMBL639303
31059,CHEMBL639304
31063,CHEMBL637685
31069,CHEMBL637691
31070,CHEMBL637692
31128,CHEMBL636930
31162,CHEMBL644831
31177,CHEMBL645004
31202,CHEMBL645895
31204,CHEMBL645897
31205,CHEMBL645898
31207,CHEMBL646536
31210,CHEMBL646539
31211,CHEMBL646540
31218,CHEMBL643358
31223,CHEMBL643363
31228,CHEMBL638621
31229,CHEMBL638622
31255,CHEMBL639363
31256,CHEMBL639364
31265,CHEMBL636813
31357,CHEMBL646057
31367,CHEMBL645926
31377,CHEMBL642845
31390,CHEMBL642858
31403,CHEMBL640700
31410,CHEMBL636729
31507,CHEMBL644792
31508,CHEMBL644793
31509,CHEMBL644794
31514,CHEMBL644799
31516,CHEMBL644801
31519,CHEMBL646535
31534,CHEMBL643997
31535,CHEMBL649062
31536,CHEMBL649063
31551,CHEMBL644896
31577,CHEMBL644173
31578,CHEMBL644174
31660,CHEMBL641699
31663,CHEMBL641702
31664,CHEMBL641703
31668,CHEMBL641707
31669,CHEMBL641708
31678,CHEMBL646558
31714,CHEMBL649108
31734,CHEMBL644195
31739,CHEMBL644200
31756,CHEMBL646583
31767,CHEMBL638445
31781,CHEMBL638608
31782,CHEMBL638609
31799,CHEMBL857056
31818,CHEMBL636942
31836,CHEMBL640605
31848,CHEMBL640779
31859,CHEMBL636766
31879,CHEMBL643482
31881,CHEMBL643484
31885,CHEMBL875796
31962,CHEMBL636829
31968,CHEMBL636835
31976,CHEMBL638717
31983,CHEMBL638724
31990,CHEMBL642253
31992,CHEMBL642255
31998,CHEMBL642431
32021,CHEMBL639430
32024,CHEMBL639433
32039,CHEMBL637899
32043,CHEMBL637903
32094,CHEMBL641389
32103,CHEMBL641566
32104,CHEMBL641567
32105,CHEMBL641883
32159,CHEMBL640349
32162,CHEMBL640352
32163,CHEMBL640353
32174,CHEMBL640364
32177,CHEMBL640367
32189,CHEMBL642306
32292,CHEMBL645212
32327,CHEMBL641041
32335,CHEMBL642193
32354,CHEMBL641717
32379,CHEMBL643074
32389,CHEMBL640282
32491,CHEMBL639642
32496,CHEMBL636643
32500,CHEMBL636647
32503,CHEMBL639739
32507,CHEMBL639743
32514,CHEMBL639750
32536,CHEMBL875664
32544,CHEMBL636873
32618,CHEMBL636652
32625,CHEMBL636659
32626,CHEMBL636660
32628,CHEMBL636662
32629,CHEMBL636663
32632,CHEMBL636666
32633,CHEMBL875506
32720,CHEMBL641238
32871,CHEMBL643011
32879,CHEMBL641299
32886,CHEMBL641306
32959,CHEMBL642867
32980,CHEMBL642036
33011,CHEMBL640587
33068,CHEMBL640634
33122,CHEMBL642904
33128,CHEMBL642910
33176,CHEMBL636450
33178,CHEMBL638561
33194,CHEMBL638577
33340,CHEMBL643130
33403,CHEMBL643179
33405,CHEMBL643181
33406,CHEMBL643182
33432,CHEMBL649873
33475,CHEMBL642011
33487,CHEMBL642023
33518,CHEMBL646159
33519,CHEMBL646160
33563,CHEMBL646320
33564,CHEMBL646321
33569,CHEMBL644773
33579,CHEMBL645451
33581,CHEMBL645453
33587,CHEMBL646483
33594,CHEMBL648802
33663,CHEMBL873051
33665,CHEMBL645070
33672,CHEMBL645077
33720,CHEMBL643567
33728,CHEMBL643729
33733,CHEMBL646359
33746,CHEMBL645326
33769,CHEMBL875015
33790,CHEMBL647729
33792,CHEMBL647731
33855,CHEMBL645176
33917,CHEMBL642117
33938,CHEMBL640427
33985,CHEMBL642225
33987,CHEMBL643544
33988,CHEMBL643545
33999,CHEMBL643556
34047,CHEMBL641141
34080,CHEMBL875247
34117,CHEMBL642211
34235,CHEMBL644656
34240,CHEMBL644661
34286,CHEMBL875928
34351,CHEMBL648002
34354,CHEMBL647229
34356,CHEMBL647231
34357,CHEMBL647232
34470,CHEMBL643840
34499,CHEMBL648023
34630,CHEMBL641353
34635,CHEMBL641358
34642,CHEMBL643098
34668,CHEMBL643203
34707,CHEMBL641338
34709,CHEMBL641515
34710,CHEMBL641516
34739,CHEMBL644389
34747,CHEMBL645666
34748,CHEMBL645667
34749,CHEMBL645668
34750,CHEMBL645669
34753,CHEMBL645672
34760,CHEMBL645679
34780,CHEMBL642953
34783,CHEMBL642956
34853,CHEMBL640535
34872,CHEMBL646598
34880,CHEMBL646606
34888,CHEMBL649053
34970,CHEMBL876585
35007,CHEMBL645323
35192,CHEMBL643679
35195,CHEMBL643682
35265,CHEMBL648030
35275,CHEMBL648040
35283,CHEMBL648047
35291,CHEMBL644959
35323,CHEMBL643400
35360,CHEMBL641537
35395,CHEMBL641405
35404,CHEMBL646567
35410,CHEMBL646573
35411,CHEMBL646574
35430,CHEMBL645694
35435,CHEMBL645698
35505,CHEMBL640540
35510,CHEMBL640628
35531,CHEMBL642828
35592,CHEMBL645993
35593,CHEMBL645994
35602,CHEMBL646002
35606,CHEMBL645195
35624,CHEMBL641150
35630,CHEMBL641156
35639,CHEMBL643713
35701,CHEMBL873060
35716,CHEMBL857028
35742,CHEMBL648011
35845,CHEMBL644689
35861,CHEMBL644566
35897,CHEMBL643951
36010,CHEMBL642094
36017,CHEMBL642101
36483,CHEMBL652819
36549,CHEMBL646819
36611,CHEMBL647055
36713,CHEMBL647616
36753,CHEMBL643754
36859,CHEMBL643446
36869,CHEMBL643628
36893,CHEMBL646012
36901,CHEMBL646170
36903,CHEMBL646286
36918,CHEMBL645291
36948,CHEMBL875016
36976,CHEMBL649735
37046,CHEMBL648415
37056,CHEMBL649046
37060,CHEMBL649207
37068,CHEMBL649215
37078,CHEMBL649225
37102,CHEMBL648726
37182,CHEMBL648097
37188,CHEMBL648102
37295,CHEMBL649429
37313,CHEMBL647023
37328,CHEMBL651990
37373,CHEMBL649631
37440,CHEMBL649334
37448,CHEMBL649340
37449,CHEMBL649341
37453,CHEMBL645393
37472,CHEMBL645561
37542,CHEMBL645253
37543,CHEMBL645254
37646,CHEMBL645647
37659,CHEMBL643766
37669,CHEMBL644415
37674,CHEMBL644580
37676,CHEMBL644582
37683,CHEMBL648957
37687,CHEMBL648961
37689,CHEMBL648963
37696,CHEMBL648760
37697,CHEMBL648761
37698,CHEMBL648762
37699,CHEMBL648763
37783,CHEMBL648449
37818,CHEMBL647791
37830,CHEMBL647802
37833,CHEMBL647885
37843,CHEMBL649502
37970,CHEMBL649303
37986,CHEMBL647025
37999,CHEMBL648492
38071,CHEMBL652824
38089,CHEMBL648942
38100,CHEMBL647399
38123,CHEMBL647574
38143,CHEMBL648578
38282,CHEMBL643586
38283,CHEMBL643587
38364,CHEMBL646404
38368,CHEMBL646408
38387,CHEMBL644750
38394,CHEMBL644757
38398,CHEMBL649554
38432,CHEMBL647510
38433,CHEMBL647511
38458,CHEMBL876577
38827,CHEMBL649490
38832,CHEMBL646928
38876,CHEMBL858254
38975,CHEMBL648072
38992,CHEMBL649556
39008,CHEMBL872368
39018,CHEMBL648337
39038,CHEMBL646982
39039,CHEMBL646983
39041,CHEMBL646985
39047,CHEMBL649493
39064,CHEMBL649365
39147,CHEMBL651953
39178,CHEMBL652259
39205,CHEMBL650164
39219,CHEMBL651158
39258,CHEMBL650141
39343,CHEMBL653127
39351,CHEMBL651552
39382,CHEMBL650169
39496,CHEMBL652867
39498,CHEMBL652869
39499,CHEMBL652870
39501,CHEMBL652344
39505,CHEMBL652348
39511,CHEMBL652353
39543,CHEMBL650098
39615,CHEMBL648528
39631,CHEMBL651250
39635,CHEMBL651097
39641,CHEMBL650295
39651,CHEMBL650304
39659,CHEMBL650312
39801,CHEMBL652728
39809,CHEMBL648844
39812,CHEMBL648847
39820,CHEMBL648855
39930,CHEMBL652450
39937,CHEMBL652457
39943,CHEMBL650012
40085,CHEMBL651677
40100,CHEMBL651688
40225,CHEMBL651000
40227,CHEMBL652360
40231,CHEMBL652364
40239,CHEMBL652372
40376,CHEMBL648138
40377,CHEMBL648139
40509,CHEMBL858255
40510,CHEMBL650286
40514,CHEMBL650289
40517,CHEMBL651949
40623,CHEMBL650770
40663,CHEMBL652559
40666,CHEMBL652562
40669,CHEMBL651176
40672,CHEMBL651179
40694,CHEMBL653458
40834,CHEMBL650180
40839,CHEMBL650183
40870,CHEMBL651636
40967,CHEMBL650465
40968,CHEMBL650466
40986,CHEMBL650073
40987,CHEMBL650074
40988,CHEMBL650075
40995,CHEMBL650082
41047,CHEMBL650250
41154,CHEMBL647669
41156,CHEMBL647671
41305,CHEMBL651803
41306,CHEMBL650792
41321,CHEMBL652255
41509,CHEMBL652585
41510,CHEMBL652586
41861,CHEMBL883335
41871,CHEMBL652658
41919,CHEMBL652052
42004,CHEMBL654248
42107,CHEMBL655889
42316,CHEMBL653024
42319,CHEMBL653027
42346,CHEMBL650419
42357,CHEMBL652233
42361,CHEMBL656318
42374,CHEMBL654035
42496,CHEMBL649936
42506,CHEMBL649945
42805,CHEMBL655779
42823,CHEMBL654353
42828,CHEMBL654358
42841,CHEMBL653552
43030,CHEMBL655961
43126,CHEMBL653278
43128,CHEMBL653280
43129,CHEMBL656501
43136,CHEMBL656507
43150,CHEMBL653418
43152,CHEMBL653420
43156,CHEMBL653424
43288,CHEMBL652639
43291,CHEMBL652642
43356,CHEMBL652906
43568,CHEMBL654916
43581,CHEMBL653602
43685,CHEMBL656054
43686,CHEMBL656055
43687,CHEMBL656056
43688,CHEMBL656057
43711,CHEMBL656078
44237,CHEMBL653496
44238,CHEMBL653497
44291,CHEMBL654407
44361,CHEMBL653263
44615,CHEMBL651702
44747,CHEMBL655514
44748,CHEMBL655515
44750,CHEMBL655517
44754,CHEMBL655684
44758,CHEMBL655688
44784,CHEMBL650503
44801,CHEMBL650519
44812,CHEMBL650529
45173,CHEMBL659410
45176,CHEMBL659413
45534,CHEMBL659279
45540,CHEMBL655136
45668,CHEMBL877293
45670,CHEMBL654688
45677,CHEMBL659123
45697,CHEMBL659221
45736,CHEMBL656719
45824,CHEMBL653894
45826,CHEMBL653896
45831,CHEMBL653900
45835,CHEMBL653904
45882,CHEMBL655294
46008,CHEMBL653722
46051,CHEMBL653866
46149,CHEMBL656146
46204,CHEMBL650621
46205,CHEMBL650622
46387,CHEMBL653761
46443,CHEMBL654778
46510,CHEMBL654079
46519,CHEMBL656195
46525,CHEMBL656201
46528,CHEMBL656204
46577,CHEMBL653610
46583,CHEMBL653781
46584,CHEMBL653782
46619,CHEMBL884270
46620,CHEMBL882973
46623,CHEMBL656397
46625,CHEMBL656399
46673,CHEMBL838885
46710,CHEMBL658514
46711,CHEMBL658515
46853,CHEMBL655563
46856,CHEMBL655565
46862,CHEMBL655571
46887,CHEMBL653614
47115,CHEMBL656288
47398,CHEMBL657509
47511,CHEMBL653916
47546,CHEMBL659084
47617,CHEMBL655169
47710,CHEMBL653167
47713,CHEMBL653170
47717,CHEMBL858760
47731,CHEMBL656569
47741,CHEMBL656579
47752,CHEMBL657922
47839,CHEMBL660143
47844,CHEMBL660148
47897,CHEMBL658038
47898,CHEMBL658039
47899,CHEMBL658040
47901,CHEMBL658042
47902,CHEMBL658043
47905,CHEMBL658046
47907,CHEMBL658048
47911,CHEMBL658052
47916,CHEMBL658056
47931,CHEMBL657145
47932,CHEMBL657146
47935,CHEMBL657149
47937,CHEMBL657151
47938,CHEMBL657152
47939,CHEMBL657153
47942,CHEMBL657156
47998,CHEMBL657160
48010,CHEMBL657347
48088,CHEMBL657846
48093,CHEMBL657194
48096,CHEMBL658942
48104,CHEMBL658950
48115,CHEMBL658211
48117,CHEMBL658212
48119,CHEMBL658214
48120,CHEMBL658215
48121,CHEMBL658216
48122,CHEMBL658217
48126,CHEMBL658221
48127,CHEMBL658222
48129,CHEMBL658224
48132,CHEMBL659048
48204,CHEMBL661885
48259,CHEMBL658730
48260,CHEMBL658731
48278,CHEMBL658748
48279,CHEMBL658749
48281,CHEMBL657025
48282,CHEMBL657026
48284,CHEMBL657028
48286,CHEMBL657030
48287,CHEMBL657031
48288,CHEMBL657032
48289,CHEMBL875538
48291,CHEMBL657034
48299,CHEMBL657042
48302,CHEMBL657969
48309,CHEMBL657975
48344,CHEMBL659869
48397,CHEMBL656670
48400,CHEMBL656673
48403,CHEMBL656676
48534,CHEMBL874674
48535,CHEMBL656449
48536,CHEMBL656450
48538,CHEMBL654756
48611,CHEMBL659518
49145,CHEMBL657996
49262,CHEMBL655495
49264,CHEMBL655497
49296,CHEMBL657503
49376,CHEMBL659313
49481,CHEMBL658880
49482,CHEMBL658881
49520,CHEMBL658624
49521,CHEMBL658625
49530,CHEMBL876965
49555,CHEMBL658655
49668,CHEMBL659697
49669,CHEMBL659698
49675,CHEMBL857785
49677,CHEMBL657224
49691,CHEMBL657303
49702,CHEMBL657312
49717,CHEMBL875689
50241,CHEMBL659000
50242,CHEMBL659001
50266,CHEMBL657287
50267,CHEMBL657288
50272,CHEMBL657293
50283,CHEMBL662614
50346,CHEMBL662717
50348,CHEMBL662719
50350,CHEMBL662721
50351,CHEMBL662722
50353,CHEMBL662724
50354,CHEMBL662725
50357,CHEMBL662728
50358,CHEMBL874534
50360,CHEMBL873199
50366,CHEMBL657820
50367,CHEMBL657821
50370,CHEMBL657824
50372,CHEMBL657826
50373,CHEMBL657827
50374,CHEMBL657828
50377,CHEMBL657830
50378,CHEMBL657831
50434,CHEMBL657181
50436,CHEMBL657183
50517,CHEMBL657373
50622,CHEMBL657255
50687,CHEMBL662573
50692,CHEMBL661927
50714,CHEMBL660105
50816,CHEMBL656248
50827,CHEMBL657474
50833,CHEMBL657480
50889,CHEMBL666759
50906,CHEMBL666775
50955,CHEMBL663086
50964,CHEMBL663095
51044,CHEMBL665984
51104,CHEMBL661838
51113,CHEMBL662868
51124,CHEMBL663173
51158,CHEMBL660489
51172,CHEMBL658079
51216,CHEMBL663348
51280,CHEMBL660352
51281,CHEMBL660353
51307,CHEMBL662116
51308,CHEMBL662230
51337,CHEMBL662059
51350,CHEMBL660643
51390,CHEMBL660279
51399,CHEMBL885069
51443,CHEMBL662467
51444,CHEMBL662468
51482,CHEMBL659607
51483,CHEMBL659608
51484,CHEMBL659609
51490,CHEMBL659615
51492,CHEMBL874700
51497,CHEMBL659621
51519,CHEMBL657716
51522,CHEMBL658338
51527,CHEMBL658343
51556,CHEMBL659776
51655,CHEMBL838886
51670,CHEMBL662838
51686,CHEMBL661804
51692,CHEMBL857526
51785,CHEMBL665925
51818,CHEMBL875880
51867,CHEMBL662892
51888,CHEMBL662072
51894,CHEMBL662077
51993,CHEMBL661984
52022,CHEMBL663266
52048,CHEMBL662121
52064,CHEMBL662928
52156,CHEMBL661582
52158,CHEMBL661584
52161,CHEMBL663405
52163,CHEMBL663407
52167,CHEMBL663411
52181,CHEMBL885070
52188,CHEMBL857787
52258,CHEMBL658765
52267,CHEMBL658773
52275,CHEMBL658780
52280,CHEMBL659628
52289,CHEMBL659784
52293,CHEMBL885061
52340,CHEMBL659907
52341,CHEMBL659908
52344,CHEMBL662784
52345,CHEMBL662785
52368,CHEMBL663463
52410,CHEMBL663471
52413,CHEMBL663474
52557,CHEMBL661605
52559,CHEMBL661607
52572,CHEMBL661960
52573,CHEMBL661961
52700,CHEMBL660276
52703,CHEMBL660813
52780,CHEMBL664294
52790,CHEMBL660318
52851,CHEMBL661336
52889,CHEMBL666754
52890,CHEMBL666755
52892,CHEMBL662406
52912,CHEMBL662426
52916,CHEMBL662430
53034,CHEMBL662395
53039,CHEMBL662400
53045,CHEMBL663484
53170,CHEMBL661621
53173,CHEMBL661624
53176,CHEMBL660791
53191,CHEMBL660806
53205,CHEMBL662511
53360,CHEMBL661123
53362,CHEMBL661125
53365,CHEMBL661128
53483,CHEMBL662228
53495,CHEMBL658107
53515,CHEMBL660784
53614,CHEMBL662764
53616,CHEMBL874537
53657,CHEMBL659771
53675,CHEMBL658020
53700,CHEMBL658865
53702,CHEMBL658867
53829,CHEMBL663518
53833,CHEMBL663522
53960,CHEMBL666467
53965,CHEMBL666549
53968,CHEMBL664960
53978,CHEMBL663559
53985,CHEMBL664192
54000,CHEMBL666094
54008,CHEMBL666102
54016,CHEMBL666110
54024,CHEMBL666745
54026,CHEMBL666747
54029,CHEMBL666303
54066,CHEMBL664331
54068,CHEMBL664333
54081,CHEMBL664906
54119,CHEMBL664091
54157,CHEMBL665005
54158,CHEMBL665006
54174,CHEMBL663599
54175,CHEMBL663600
54177,CHEMBL663602
54191,CHEMBL663616
54256,CHEMBL661522
54330,CHEMBL665061
54410,CHEMBL661229
54444,CHEMBL660979
54701,CHEMBL664070
54872,CHEMBL664097
54919,CHEMBL664805
54939,CHEMBL663979
55061,CHEMBL664841
55064,CHEMBL876700
55067,CHEMBL666682
55075,CHEMBL663971
55076,CHEMBL663972
55357,CHEMBL665277
55359,CHEMBL665279
55360,CHEMBL665280
55503,CHEMBL664631
55517,CHEMBL666598
55518,CHEMBL857155
55525,CHEMBL666605
55535,CHEMBL666137
55536,CHEMBL666138
55538,CHEMBL666140
55592,CHEMBL663157
55696,CHEMBL665047
55702,CHEMBL665053
55726,CHEMBL666232
55727,CHEMBL666233
55740,CHEMBL665411
55742,CHEMBL665413
55833,CHEMBL664188
55853,CHEMBL858265
56030,CHEMBL664572
56045,CHEMBL666571
56061,CHEMBL664029
56172,CHEMBL665702
56193,CHEMBL664925
56196,CHEMBL664928
56215,CHEMBL664532
56216,CHEMBL664533
56217,CHEMBL664534
56220,CHEMBL666613
56221,CHEMBL666614
56226,CHEMBL666618
56227,CHEMBL666619
56318,CHEMBL665590
56467,CHEMBL661844
56469,CHEMBL661845
56484,CHEMBL666660
56582,CHEMBL663655
56588,CHEMBL663660
56807,CHEMBL669279
56871,CHEMBL663903
56916,CHEMBL669211
56942,CHEMBL669986
57061,CHEMBL668904
57074,CHEMBL668099
57075,CHEMBL668100
57093,CHEMBL668117
57094,CHEMBL668118
57107,CHEMBL669250
57205,CHEMBL669726
57364,CHEMBL872486
57377,CHEMBL663871
57378,CHEMBL858266
57579,CHEMBL668339
57587,CHEMBL667185
57588,CHEMBL667186
57604,CHEMBL667809
57638,CHEMBL667862
57645,CHEMBL668875
57698,CHEMBL669235
57779,CHEMBL667222
57789,CHEMBL667232
57813,CHEMBL669620
57924,CHEMBL668388
57949,CHEMBL875027
57953,CHEMBL665360
57968,CHEMBL665442
57969,CHEMBL884367
58099,CHEMBL667000
58100,CHEMBL667001
58101,CHEMBL667002
58128,CHEMBL663728
58160,CHEMBL666236
58250,CHEMBL667200
58251,CHEMBL880697
58253,CHEMBL668409
58254,CHEMBL668410
58255,CHEMBL668411
58256,CHEMBL668412
58257,CHEMBL668413
58258,CHEMBL668414
58438,CHEMBL669356
59110,CHEMBL663906
59112,CHEMBL663908
59351,CHEMBL667333
59374,CHEMBL666810
59375,CHEMBL666811
59622,CHEMBL667142
59623,CHEMBL667143
60070,CHEMBL673183
60075,CHEMBL673187
60565,CHEMBL667517
60568,CHEMBL667520
60746,CHEMBL668449
61001,CHEMBL672892
61002,CHEMBL672893
61051,CHEMBL670366
61199,CHEMBL880016
61219,CHEMBL672803
61270,CHEMBL673169
61308,CHEMBL671651
61388,CHEMBL669082
61494,CHEMBL666355
61536,CHEMBL670247
61625,CHEMBL669160
61815,CHEMBL669519
61858,CHEMBL880003
61859,CHEMBL671826
61862,CHEMBL668873
62155,CHEMBL669437
62167,CHEMBL670208
62278,CHEMBL671228
62281,CHEMBL671831
62638,CHEMBL671745
62731,CHEMBL673004
62740,CHEMBL673013
62743,CHEMBL673016
62768,CHEMBL671074
62868,CHEMBL675840
62927,CHEMBL671730
62974,CHEMBL674134
63020,CHEMBL675868
63041,CHEMBL674899
63044,CHEMBL674902
63061,CHEMBL672170
63071,CHEMBL872882
63226,CHEMBL672209
63393,CHEMBL674348
63533,CHEMBL675942
63546,CHEMBL676503
63549,CHEMBL676506
63661,CHEMBL857160
63682,CHEMBL675818
63727,CHEMBL673521
63976,CHEMBL672312
64006,CHEMBL670689
64212,CHEMBL673261
64265,CHEMBL673353
64290,CHEMBL671410
64301,CHEMBL670674
64430,CHEMBL675091
64431,CHEMBL675092
64449,CHEMBL675920
64593,CHEMBL676047
64608,CHEMBL673358
64616,CHEMBL671129
64635,CHEMBL670536
64687,CHEMBL673204
64702,CHEMBL670036
64765,CHEMBL675823
64841,CHEMBL670593
64944,CHEMBL674971
64946,CHEMBL674973
64978,CHEMBL673446
64990,CHEMBL675894
65025,CHEMBL675169
65027,CHEMBL672113
65034,CHEMBL672120
65059,CHEMBL672250
65078,CHEMBL670699
65084,CHEMBL675742
65110,CHEMBL675484
65118,CHEMBL675667
65155,CHEMBL675224
65156,CHEMBL675225
65171,CHEMBL673607
65190,CHEMBL878290
65247,CHEMBL672949
65288,CHEMBL678864
65326,CHEMBL679110
65338,CHEMBL677377
65400,CHEMBL674060
65408,CHEMBL674067
65415,CHEMBL671493
65416,CHEMBL671494
65448,CHEMBL674272
65602,CHEMBL674590
65610,CHEMBL676126
65638,CHEMBL858763
65737,CHEMBL673594
65738,CHEMBL673595
65739,CHEMBL673596
65741,CHEMBL675973
65755,CHEMBL676141
65814,CHEMBL675680
65815,CHEMBL872891
65817,CHEMBL677455
65818,CHEMBL677456
65887,CHEMBL678343
65908,CHEMBL673628
65934,CHEMBL676183
66025,CHEMBL677396
66041,CHEMBL676569
66055,CHEMBL676583
66057,CHEMBL674069
66182,CHEMBL679284
66196,CHEMBL679120
66197,CHEMBL679121
66198,CHEMBL679122
66200,CHEMBL679124
66201,CHEMBL676097
66203,CHEMBL676099
66209,CHEMBL676105
66340,CHEMBL676491
66366,CHEMBL677439
66367,CHEMBL677440
66433,CHEMBL675240
66434,CHEMBL675241
66455,CHEMBL676159
66499,CHEMBL878146
66501,CHEMBL675717
66523,CHEMBL670641
66525,CHEMBL670643
66526,CHEMBL670644
66528,CHEMBL670645
66539,CHEMBL670655
66596,CHEMBL679944
66598,CHEMBL679946
66602,CHEMBL677204
66623,CHEMBL677387
66627,CHEMBL677391
66646,CHEMBL676197
66676,CHEMBL674886
66679,CHEMBL674889
66690,CHEMBL673234
66705,CHEMBL670726
66708,CHEMBL670729
66712,CHEMBL671334
66714,CHEMBL671336
66805,CHEMBL677434
66809,CHEMBL677437
66815,CHEMBL677601
66817,CHEMBL677603
66837,CHEMBL673106
66847,CHEMBL671388
66848,CHEMBL671389
66874,CHEMBL671553
66982,CHEMBL675306
67025,CHEMBL878144
67076,CHEMBL679634
67181,CHEMBL675918
67186,CHEMBL676078
67199,CHEMBL679847
67210,CHEMBL678356
67293,CHEMBL674029
67457,CHEMBL672319
67499,CHEMBL858400
67525,CHEMBL676676
67781,CHEMBL675688
67948,CHEMBL674009
67973,CHEMBL677470
67979,CHEMBL677475
68131,CHEMBL676782
68156,CHEMBL678091
68289,CHEMBL678205
68300,CHEMBL682104
